District,Street,Community,Longitude,Latitude,AveragePrice,StdDeviationPrice,MaxPrice,MinPrice,2013AvgPrice,2014AvgPrice,2015AvgPrice,2016AvgPrice,2017AvgPrice,2018AvgPrice,2019AvgPrice,2020AvgPrice,2021AvgPrice,2022AvgPrice
上城,闸弄口,机神新村,120.193341,30.283292,36745.01087,6429.728706,47000,14755,0,0,0,17121.66667,25639.5,41333,38901.33333,38698.55263,38864.55,34654.8
上城,三里亭,闻皇庙社区,120.193329,30.287952,28691.77778,9449.608831,38060,15320,0,0,0,18354.5,36196,38060,35613,37469.5,0,0
上城,采荷,采荷路35号,120.193256,30.251355,47517.10526,6558.567245,53529,25375,0,0,0,25375,45967,0,49049.75,48787.22222,0,0
上城,三里亭,三里新城柳苑,120.193198,30.291304,35933,2198.447836,39707,32328,0,0,0,0,0,0,36399.33333,35699.83333,0,0
上城,南肖埠,广茵大厦,120.193145,30.262989,15454.13333,1438.12952,18333,13171,0,0,0,0,0,15220.66667,15318.5,15517.75,17143,0
上城,南肖埠,华家池农药厂宿舍金兰池社区,120.19308,30.261553,34539,8217.783065,44720,25405,0,0,0,0,26499,44720,40438,0,0,0
拱墅,三塘,天堂园社区纺织厂宿舍,120.193011,30.322902,30620,0,30620,30620,0,0,0,0,0,30620,0,0,0,0
上城,华家池,凯林巷,120.192893,30.265098,35880.53333,4224.063208,42045,23413,0,0,0,0,27972.33333,39409.4,36404,37320,34970.875,33273
上城,采荷,宋都凯旋苑,120.192882,30.249996,43535.37037,10672.17706,60760,15061,0,0,0,33361,42309.75,15061,51040.75,54889.42857,0,0
上城,南肖埠,南肖埠北景西苑,120.192869,30.262257,32958.59091,6708.444852,41210,20411,0,0,0,23007.5,32159,0,37196,37361.16667,0,0
上城,近江,尚筑金座,120.192774,30.237682,25577.58065,3404.65409,31791,18960,0,0,0,20246.5,24554.2,27894.77778,26282.5,23438,23420.5,24512.25
上城,四季青,望江新丰苑,120.192754,30.243262,33675.66667,6467.942026,41874,24555,0,0,0,26554,26755.33333,0,41209.66667,36776.25,0,0
上城,闸弄口,闸弄口新村,120.192709,30.276051,33359.62319,5720.518319,45152,16566,0,0,16566,19627.42857,26281.4,33810.25,36937.5,36486.1,35344.175,31532.28571
上城,华家池,浙报宿舍,120.192571,30.264435,35371,6536.087668,41905,20977,0,0,0,21789.5,0,38910.33333,38957,38267.66667,32468,0
上城,闸弄口,东茂苑,120.192569,30.281572,34866.36585,7134.649033,44175,17214,0,0,0,20420,28481,42436,37082.28571,37730,37766.1,33473
上城,采荷,庆春御府,120.192518,30.257053,30159,0,30159,30159,0,0,0,30159,0,0,0,0,0,0
上城,采荷,采荷路37号,120.192508,30.251341,36171.75,11104.12868,53289,21713,0,0,0,25871.75,0,0,49136.5,48551,0,39063
上城,四季青,甘王路18号,120.1924,30.2418,22847,0,22847,22847,0,0,0,22847,0,0,0,0,0,0
上城,闸弄口,闸弄口东村,120.192259,30.277223,30297.68571,6366.454814,38947,11831,19085,0,0,15658.66667,20412,0,35081.14286,33503.18182,30686.16667,29287.66667
上城,南星,春江名苑,120.192248,30.227163,57819.3,8926.574035,75000,44444,0,0,0,0,0,56440,53181.75,54028,73471,0
上城,三里亭,三里新城桂苑,120.192183,30.290432,34581.82143,4281.929097,41613,21740,0,0,0,22541.75,32880,39967,39190.4,35660.65385,34202.25,34256.45455
上城,闸弄口,机场路24-4号,120.192175,30.287735,18040,0,18040,18040,0,0,0,0,18040,0,0,0,0,0
上城,三里亭,机场路1巷64号院,120.192146,30.287272,29913.33333,7924.715866,35640,18707,0,0,0,0,18707,0,35393,35640,0,0
上城,采荷,清泰小区,120.192119,30.248343,45796.92105,8513.386451,58904,23957,0,0,0,29341.33333,40411,49592.4,48141.25,49724.66667,51830.28571,46510.4
上城,四季青,近江新村,120.1921,30.2413,15493,0,15493,15493,0,0,0,15493,0,0,0,0,0,0
上城,南星,新绿园,120.191975,30.22379,63182.06667,12910.11688,88847,38286,0,0,0,43054.33333,0,0,66693.57143,70342.6,0,0
上城,四季青,甘王路5号,120.191939,30.241374,26705.66667,6112.187079,33623,18758,0,0,0,18758,30679.5,0,0,0,0,0
上城,四季青,甘王新村,120.191934,30.242704,42636,12045.7891,61765,16543,0,0,18120,19012.5,28981,46623.25,48465,46566.875,56418,0
上城,华家池,浙江大学华家池校区,120.19193,30.267574,37327.57143,5675.263993,43392,26010,0,0,0,30110.5,35315,0,41439.25,0,0,0
上城,近江,望江家园东园,120.191767,30.232371,46857.5122,8247.005971,63339,22226,0,0,28585,26612,37856.14286,43091,47371.94444,50939.60714,52042.69231,42622.375
上城,三里亭,董家村住宅,120.191744,30.294511,29924,0,29924,29924,0,0,0,0,0,0,0,29924,0,0
上城,四季青,采荷街道商教苑社区,120.191733,30.247126,43516.65385,15356.26333,69847,15000,0,0,22823,23727.07692,33826.14286,56392,50455.2,56746.35294,0,0
上城,三里亭,三里家园二区,120.19173,30.29907,27434.86667,7338.616794,40817,16442,0,0,0,18335.44444,28463.375,34455.33333,31273.5,32208.2,0,0
上城,三里亭,三里家园一区,120.19171,30.29907,28652.02273,7515.05028,40488,15358,0,0,0,18733.09091,26587.81818,37703,34043.83333,32034,0,0
上城,采荷,建电新村,120.191606,30.256791,42144.06061,11569.30836,60222,16032,0,0,0,23493.85714,35605.66667,43670.5,45690.16667,50752.81818,52868.66667,41111
上城,华家池,凯旋路212号,120.191546,30.264396,26264.5,9687.5,35952,16577,0,0,0,16577,0,0,35952,0,0,0
上城,南肖埠,紫晶商务城,120.191438,30.258117,17393.28571,1052.308037,19084,16337,0,0,0,0,16439,17515,16337,18216,0,0
上城,华家池,滨江华家池,120.19141,30.273808,49606.61111,14472.49027,76799,30487,0,0,0,0,0,54268,53803.5,46893.63636,0,0
上城,采荷,滨江凯旋门,120.191354,30.255802,53871.3,16375.78318,80403,28744,0,0,41465,35969.55556,38689.33333,61911.5,69334.33333,67318.28571,0,0
上城,四季青,新丰新村,120.19131,30.244053,40120.85714,13905.06622,56176,15240,0,0,17045,0,26299,48791,44608,51594,49214.66667,50811
上城,南星,赞成林风沁林苑,120.19122,30.226505,56532.90909,8721.795139,64493,35168,0,0,0,35168,0,57885,45480,60777.71429,0,0
上城,采荷,采荷路62号,120.191084,30.252062,35326.54545,11171.86225,50981,20089,0,0,0,24151.2,34998,50232,40529,0,45922.5,0
上城,南肖埠,凯旋路174号,120.191058,30.261205,27826,0,27826,27826,0,0,0,0,0,0,27826,0,0,0
上城,南肖埠,凯旋路166号,120.191027,30.260281,37791.85714,6476.784617,47906,25653,0,0,0,0,25653,0,0,39815,0,0
上城,南肖埠,凯旋路168号,120.191002,30.260512,32524.33333,6492.059013,38479,23495,0,0,0,23495,0,0,35599,38479,0,0
上城,闸弄口,机场路里街,120.190981,30.289108,32244,0,32244,32244,0,0,0,0,0,0,32244,0,0,0
上城,三里亭,水岸雅苑,120.190955,30.298569,31028.97143,5810.122548,40795,15556,0,0,0,17758,24036.25,34158,32635.66667,33266.4,32955.83333,34591.5
上城,三里亭,三里家园三区,120.190944,30.296878,31312.56522,5971.3489,38491,15391,0,0,0,19268,22005.14286,35739.5,31393.92308,33481.625,0,0
上城,南肖埠,凯旋路184号,120.190903,30.262124,34216,6561.489427,42100,18727,0,0,0,19348,23891,39130,36635.25,38119.71429,34954,33105.33333
上城,南肖埠,南肖埠小区庆春苑,120.190883,30.259458,36034.18182,10811.14887,49764,17997,0,0,0,23243.5,0,0,32292,45185,0,0
上城,四季青,莫邪塘西村,120.190859,30.241359,21535.5,4064.5,25600,17471,0,0,0,21535.5,0,0,0,0,0,0
上城,笕桥,金禾嘉苑,120.190755,30.308859,28414.2,1587.227444,29811,25702,0,0,0,0,0,0,0,29052.66667,25702,29211
上城,华家池,紫玉名府,120.190722,30.270245,48591,0,48591,48591,0,0,0,0,0,0,0,48591,0,0
上城,闸弄口,机神公寓,120.190673,30.281168,34745.35,4869.59246,40725,22858,0,0,0,0,22858,38771.66667,34731.14286,34712,33823.25,35966.33333
上城,南肖埠,凯旋路188号,120.190671,30.259079,32809.5,5886.5,38696,26923,0,0,0,0,0,38696,0,0,0,26923
拱墅,半山,半山路,120.190623,30.352347,23965.22222,4608.025409,28357,12359,0,0,0,12359,26429,0,25964,23852.33333,28357,25057
上城,采荷,采荷路39号,120.190571,30.252189,47439,0,47439,47439,0,0,0,0,0,0,47439,0,0,0
上城,采荷,采荷路68号,120.190566,30.252406,52885,0,52885,52885,0,0,0,0,0,0,0,52885,0,0
上城,采荷,紫园,120.19052,30.253053,39132.33333,5501.841772,46774,34043,0,0,0,35311.5,0,46774,0,0,0,0
上城,采荷,凯旋路112号,120.190296,30.254446,46875,2065.068716,49950,43514,0,0,0,0,0,46458,0,45233.5,48725,0
上城,采荷,凯旋路110号,120.19024,30.254276,33623.75,11738.7617,45938,19231,0,0,0,22070.5,0,45938,0,44416,0,0
上城,采荷,凯旋路78号,120.190207,30.251576,50780,0,50780,50780,0,0,0,0,0,0,50780,0,0,0
上城,笕桥,石桥路151号,120.190151,30.309952,28223.5,3591.836752,34000,24138,0,0,0,0,0,27619,0,27137,0,29069
上城,采荷,凯旋路104号,120.190023,30.253916,36538.31579,15089.2951,82428,18182,0,0,0,22662.71429,32679,38077,44925.6,51758.33333,38462,46468
上城,南星,赞成林风映水苑,120.190016,30.227595,56196,4167.95451,63492,51990,0,0,0,0,0,54156,55015,58397,0,0
上城,四季青,莫邪塘东村,120.189911,30.243717,50852.25,3679.822066,54918,45690,0,0,0,0,0,50271,49720,0,53536.66667,46226
上城,四季青,莫邪塘南村,120.189777,30.242456,23680.90909,6213.711458,40107,16667,0,0,22785,20591.14286,31189,0,0,0,0,0
拱墅,半山,田园公寓,120.189761,30.350727,23872.26744,4674.283898,32461,12281,0,0,0,13877.88889,19955.45455,27524.08333,25505.81818,25758.5,25714.5,23908.8
上城,闸弄口,京惠花园,120.189746,30.277574,31426.78082,6844.019414,42314,16000,0,0,0,17374,25155,33125.75,35359.28571,35137.48,33244.52941,32458.33333
上城,采荷,凯旋路117号,120.189685,30.253932,41681,7696,49377,33985,0,0,0,0,33985,0,0,49377,0,0
拱墅,石桥,石桥设计二院,120.189518,30.327866,18658.66667,7799.967301,30085,10365,0,0,10365,14224,14594,28460,0,30085,0,0
上城,采荷,金牛坊,120.189418,30.254795,38679.96875,11516.7885,55680,6354,0,0,0,20805.14286,35452.25,52755.5,44543,44667.11111,43273,43182
上城,三里亭,蓝天城市花园,120.189356,30.286027,34446.21538,6805.576518,46043,16667,0,0,20854,21696.25,33464.4,41561.66667,37408.2,38017.81818,33471.2,35857.09091
上城,采荷,凯旋新村,120.189287,30.252889,46238.98077,11925.56167,60811,20092,0,0,0,25254.6,36870.66667,51119,51725.875,53964.63158,53142.85714,42632
上城,四季青,凯旋路34号,120.18918,30.2474,47189.28571,11635.35388,56050,20308,0,0,0,20308,0,46000,50441,54378.33333,0,0
上城,闸弄口,红树林花园,120.189179,30.283116,33103.05263,6081.401868,40945,19806,0,21206,0,21263.5,28425.5,38424,34389,34367.75,36477,40945
上城,四季青,凯旋路36号,120.18914,30.24747,44278.5,8661.010464,52041,24315,0,0,24315,0,43454,0,47373.5,47928,0,0
上城,四季青,清江路82-4号,120.189044,30.245559,30385.5,5171.5,35557,25214,0,0,0,0,30385.5,0,0,0,0,0
上城,三里亭,三里亭苑四区,120.189025,30.29547,31293.39785,6991.110286,41714,13711,0,0,0,18486.73333,24822.42857,36255.125,33491.83333,34794.90323,34910.38889,32650.875
上城,采荷,邮政公寓,120.188983,30.251538,47139.125,8032.145937,57246,36701,0,0,0,36701,40550,51852,39438,55388,57246,0
拱墅,半山,田园河畔居,120.188918,30.349089,27138.71429,1980.521123,30654,23664,0,0,0,0,0,0,0,28282.66667,26280.75,0
上城,三里亭,三里亭苑三区,120.188895,30.293933,34225.06723,5098.833488,41321,15676,0,0,0,17504,25715.125,36164.03571,35048.41935,35607.06667,36409.23077,34729
上城,采荷,花圃铁路新村,120.188779,30.25026,45140.42105,12221.0754,67610,21270,0,0,26587,27321.66667,40031.25,0,48993.4,57337.33333,0,0
上城,四季青,兴隆西村,120.188701,30.241695,27137,0,27137,27137,0,0,0,0,27137,0,0,0,0,0
上城,四季青,莫邪塘北村,120.188698,30.244161,42535.41667,15883.16973,66452,16114,0,0,16114,21003,0,66452,58017.5,49121,44139.4,0
拱墅,半山,宁和弄,120.18865,30.35223,24640.19355,2818.515434,30063,15280,0,0,0,0,19975,25800,25520,24009.83333,25657.25,0
上城,三里亭,三里新城竹苑,120.188348,30.289728,34126.22727,5937.554462,40370,19987,0,0,0,20193.33333,34148.5,36793.5,36125,36357.125,38415.5,0
上城,闸弄口,新安铭苑,120.188049,30.281936,36478.34783,6242.354765,44944,22472,0,0,22472,23835.5,40338,42654.25,38235.2,36858.25,37696.8,30811
上城,三里亭,工农路,120.187973,30.294949,24959.33333,7808.52877,36001,19294,0,0,0,19438.5,0,36001,0,0,0,0
上城,南星,闻潮尚庭,120.187797,30.229953,61441.16667,12169.32819,79365,33628,0,0,0,0,0,40625,60440.83333,63629.57143,74545.33333,33628
拱墅,石桥,北景园莲趣苑,120.187556,30.334796,22468.5,6328.165236,32285,13049,0,0,0,15707.81818,22980.90909,27293.5,31861.66667,28648.8,0,0
拱墅,石桥,北景园月桂苑,120.187531,30.34236,21340.72973,6193.950347,32748,10298,0,0,0,13832.4,21245.8,31189,27455.4,26588.2,0,0
拱墅,石桥,北景园枫丹苑,120.187408,30.344641,25140.61905,4366.91741,30445,13661,0,0,0,14668,23767.8,28079,28185.33333,25804.5,0,0
上城,南星,滨江钱塘印象,120.187391,30.222832,61206.66667,11515.25806,71518,45135,0,0,0,0,0,45135,66967,71518,0,0
上城,近江,望江家园西园,120.187333,30.231642,43653,8143.11503,60164,24223,0,0,0,28501,35794.4,54744,46459.44444,46511.91304,47754.27273,41222.57143
拱墅,石桥,北景园竹邻苑,120.187323,30.337521,24897,7121.398599,34494,13386,0,0,0,15617.14286,20964.625,30217.33333,30891.875,33165.5,0,0
上城,四季青,清泰南苑,120.187297,30.245218,34449.80645,7918.673652,47966,20107,0,0,0,23016.5,27633.5,40254.66667,37238.16667,41415,40843.25,40169
上城,三里亭,三里新城荷苑,120.187254,30.287033,34798.30303,4605.106517,43976,17958,0,0,0,0,27745.25,37747,35716.14286,35731.75,35257.28571,36158
上城,闸弄口,紫薇公寓,120.187238,30.279632,36938.20588,7472.48057,45976,16121,25725,0,0,20126.25,36918.66667,44118,42401.5,39144.69231,40770.5,45732
上城,望江,望江新园二园,120.187185,30.23661,35288.16667,7670.987525,45578,10696,0,0,20332,20165.66667,29313.75,38186,38708.22222,38447.63636,39545.16667,40003
上城,南星,金色海岸,120.18714,30.219973,69222.84211,17109.91594,117689,40484,0,0,0,56858,59220.33333,48780,59013.75,79588,0,0
上城,潮鸣,建德村,120.187095,30.258555,38692.6,2013.565455,42419,36902,0,0,0,0,0,0,38692.6,0,0,0
拱墅,半山,明园路,120.187072,30.349753,24306.83333,3985.003363,28906,18453,0,0,0,0,18911.5,25182,27612,0,0,0
拱墅,建国北路,工人新村,120.186828,30.267632,35593,6995.656971,45165,17771,0,0,0,21118.25,31933,41557.33333,37067.2,38488.16667,37720,31761
拱墅,半山,金典家园,120.186809,30.34836,27672.57143,2619.026856,30485,23497,0,0,0,0,0,0,0,27672.57143,0,0
拱墅,半山,美麓美座,120.186687,30.349359,17027,0,17027,17027,0,0,0,0,0,0,0,0,0,17027
上城,潮鸣,环城东路22号,120.186638,30.250764,31097.33333,2949.514913,34344,27206,0,0,0,0,27206,33043,0,0,0,0
拱墅,建国北路,刀茅巷173-178号,120.186596,30.268263,36376.25,5986.131738,42490,26843,0,0,0,0,31390.5,40234,42490,0,0,0
上城,三里亭,三里新城兰苑,120.186593,30.288896,34002.26087,5524.519426,42754,16090,0,0,0,20275.57143,32252,0,37715.75,35686.28571,35812.61111,34501.7
拱墅,建国北路,晶晶大厦,120.18655,30.268308,30828,6875.990372,37211,18028,0,0,0,18028,0,0,29504,34921,34476,37211
上城,潮鸣,老浙大横路一弄,120.186529,30.253779,28311.6,8926.822061,43765,18179,0,0,0,20907.42857,30129,43765,36469.5,41102,0,0
拱墅,建国北路,天园阁,120.186521,30.268735,28150.82353,7241.389794,40769,16386,0,0,18984,0,23243,0,36020.5,35340.75,32245.5,0
拱墅,建国北路,环城东路298-311号,120.1865,30.271564,35099.54545,5024.858919,41443,24876,0,0,0,0,26855,33440.25,36675.75,39388,0,0
上城,潮鸣,长堤明苑,120.186494,30.25746,25202.5,4059.219838,34361,16297,0,0,0,17052.5,25383,27593,27700.875,22321,25998,0
上城,潮鸣,泰和苑,120.1864,30.261077,35654.56522,7366.555846,46813,16752,0,0,0,18303,27583,37970.66667,40130.53333,36304.11111,35730.125,41789
上城,潮鸣,檀香园,120.186338,30.254771,38924.45833,7599.327953,55411,23530,0,0,0,28010.6,36578.75,44611,42315.4,43201.28571,0,0
拱墅,半山,杭钢西苑,120.186255,30.373654,18174.48148,4987.34247,25439,9833,0,0,0,10867.2,15084.71429,23918.33333,22922.4,20230,20674,20966.5
上城,闸弄口,文晖铭园,120.18625,30.282639,38260.16667,7254.023927,44755,22789,0,0,0,22789,0,0,40048.5,42225,0,0
拱墅,半山,半山家苑,120.18624,30.348563,20526.5,5394.5,25921,15132,0,0,0,0,0,15132,25921,0,0,0
上城,闸弄口,天晖铭园,120.18624,30.280388,39896,0,39896,39896,0,0,0,0,0,0,0,39896,0,0
上城,潮鸣,横河新村,120.18602,30.251027,33657.57143,6994.770622,42857,14132,0,0,0,20481,28469,40212.33333,33822.83333,36695.14286,0,0
上城,潮鸣,宏盛公寓社区,120.185963,30.258276,35032,0,35032,35032,0,0,0,0,0,0,0,35032,0,0
拱墅,三塘,新天地中心,120.185824,30.326479,20578.5,1659.946234,22825,18100,0,0,0,0,0,18100,20940,20922.66667,0,0
上城,三里亭,天成嘉苑,120.185747,30.284114,31609.81081,5381.915287,43478,19581,0,0,0,21793,27023.33333,35631.5,33802.33333,33102.72727,34724.5,35431.33333
拱墅,建国北路,裕达大厦,120.185731,30.270987,32579.73913,6081.892449,40699,16484,0,0,0,18571.66667,30056,35439.28571,36879.33333,35109.25,34688,31679
上城,闸弄口,天城铭园,120.185704,30.281271,32879.2,5930.699854,40000,22054,0,0,0,22054,25358,40000,34568,35008,35973,30282
上城,潮鸣,刀茅巷20-79号,120.185646,30.259091,46398,0,46398,46398,0,0,0,0,0,0,46398,0,0,0
上城,四季青,始板桥东村,120.1855,30.238311,26450,0,26450,26450,0,0,0,26450,0,0,0,0,0,0
上城,四季青,海潮路85号,120.185488,30.238339,29771,0,29771,29771,0,0,0,0,29771,0,0,0,0,0
上城,潮鸣,凤鸣苑,120.185459,30.261047,39795.0625,6572.267165,46633,24942,0,0,0,25249,0,40545,43924.5,42615,42100,35294
拱墅,三塘,世嘉君座,120.18538,30.32613,28110.08696,2544.759131,34681,25000,0,0,0,0,0,0,31565.5,27383.66667,26907.28571,28843.5
上城,望江,望江新园三园,120.185354,30.236897,38497.78788,6171.201719,48750,27056,0,0,0,28422,30052.66667,40889,38350.5,41148.85714,43883,41906.6
上城,潮鸣,长坡里,120.185339,30.25078,37416.6,4454.322804,42571,25109,0,0,0,25109,0,38662.5,39073,37840.66667,39712.33333,0
拱墅,三塘,世嘉铭座,120.18533,30.32615,21028.45455,2719.407167,27091,17222,0,0,0,0,0,0,0,19990,0,21132.3
拱墅,半山,电炉生活区,120.185307,30.373693,21842.11111,2006.299936,25000,18400,0,0,0,0,0,0,23296.33333,20318.33333,21911.66667,0
拱墅,三塘,新天地世嘉新座,120.1853,30.32614,28128.2,3849.999408,37408,21381,0,0,0,21740,25947.66667,28996.8,30904.33333,27909.85714,0,0
上城,潮鸣,老浙大直路11-25号,120.185157,30.254614,36971.5,8310.165467,49077,24270,0,0,0,24782,28280,37088,41654.66667,40052.8,0,0
上城,潮鸣,中大凤栖花园,120.18509,30.263167,41952.57143,6171.74549,52424,25820,0,0,0,27862,33082.5,42036.25,43566.8,45282.92857,43215.81818,38981
上城,潮鸣,翰林花园,120.185056,30.256504,41030.18824,7406.254618,53310,23655,0,0,0,28123.75,36208.1,42146,45134.89474,44825.33333,41008.75,45183
拱墅,石桥,北景园芳洲苑,120.185038,30.332779,19669.42857,6054.370394,30160,10764,0,0,0,12998.1875,21108.66667,28305.25,24530,25320,0,0
拱墅,建国北路,中江花园,120.185018,30.272209,35585.94521,6491.431361,46188,20058,0,0,0,25000.5,32593.66667,39277.7,38260.64706,39347.15385,40513.2,39427.4
拱墅,石桥,北景园菊香苑,120.184929,30.33748,21557.3,6504.1427,31195,10354,0,0,14110,12953,19365.45455,29582.66667,28161.28571,25856.44444,0,0
上城,望江,望江新园一园,120.1849,30.234728,39536.56716,3492.785751,50443,32400,0,0,0,0,35277,36063.66667,38296.47059,40037.66667,41464,39065.5
上城,潮鸣,云龙公寓,120.184887,30.259758,34265.90698,6455.57806,44719,19087,0,0,28079,24451.4,29801.91667,43543,39847.42857,38583.25,36853.42857,32817
上城,潮鸣,金衙庄公寓,120.184826,30.250482,36642.7,6669.516775,43780,23095,0,0,0,0,24101,40379.5,0,39290.33333,39865,0
拱墅,建国北路,东园巷,120.184786,30.266511,33214.92308,6906.380277,43000,20199,0,0,0,20199,26971,43000,37377,37443.5,31643.5,0
上城,南星,滨江金色家园,120.18476,30.221652,54614.74074,9222.415597,79655,33449,0,0,34622,38073.33333,52435.6,62012,50670.2,59176.24138,0,0
拱墅,石桥,北景园紫荆苑,120.184669,30.340279,19196.6875,6510.724981,29371,11049,0,0,11596,13214.30769,17108.2,26510.5,26759,26544.42857,0,0
拱墅,建国北路,春丰苑,120.184652,30.264925,38890.78125,8114.608057,48378,15909,0,0,23761,25808.33333,34946,35002.33333,44874.4,42253.6,41774.6,42747
拱墅,三塘,欣景苑,120.184534,30.320886,30407.16949,3407.36202,35714,19207,0,0,0,19566,27107.5,0,31323.18182,28999.45455,31541.15789,31015.07692
拱墅,流水苑,流水东苑,120.184522,30.278783,31974.93651,6598.573494,42633,16462,20334,0,16462,18836.2,26048.5,35826.83333,33480.57143,35287.88889,35295.14286,31988.6
上城,潮鸣,珠碧一弄12号,120.18451,30.258921,37071.5,2378.01824,40521,34389,0,0,0,0,0,34389,37959,37969,0,0
上城,潮鸣,回龙庙前小区,120.184494,30.260881,33406,7736.802001,40105,19142,0,0,0,19142,0,36408,0,37160,0,0
拱墅,石桥,北景园兰清苑,120.18443,30.335312,27475,0,27475,27475,0,0,0,0,0,0,0,27475,0,0
上城,潮鸣,马坡巷,120.184346,30.249493,35411.75,3903.006045,39762,29108,0,0,0,0,0,0,32961.5,0,39762,35962
拱墅,德胜,朗诗乐府,120.18432,30.298826,56038,6973.907047,63953,47656,0,0,0,0,0,0,0,0,56038,0
拱墅,石桥,北景园荷风苑,120.184282,30.335296,20372.51163,6410.341156,30489,11022,0,0,0,13125.82353,22363.3,28157.4,26765.8,25771.66667,0,0
上城,潮鸣,瑞丰格林苑,120.184279,30.253792,39600.33333,8908.946901,46024,27002,0,0,0,27002,0,46024,0,45775,0,0
上城,潮鸣,石板巷,120.184255,30.263648,36212.61538,4019.781482,40643,24258,0,0,0,24258,0,38331,37000.5,37630.16667,37167,32895
拱墅,流水苑,环城北路六弄,120.184239,30.27602,28903.68182,8636.163023,39254,2446,0,0,18245,22386,19574,36295.33333,35024.25,35123,0,0
拱墅,石桥,通和都市枫林,120.184122,30.34177,25010.76364,6032.220713,34227,11865,0,0,0,15620.11111,20700.18182,30593.7,28313.6,27882.4,0,0
拱墅,半山,杭钢北苑,120.184115,30.350898,22662.4322,4428.243007,32955,11245,0,0,0,12822.42857,18332,23991.45455,24711.63636,24241.14286,24953.61905,21653.11111
上城,潮鸣,大学路新村,120.184048,30.25225,35147.78261,6536.94121,46768,17484,0,0,19249.5,20314.7,27608.92857,39054.75,37368.4,37066.28947,39049.64286,35604
上城,四季青,始板桥新村,120.184039,30.24031,23786,4666.83133,29600,18174,0,0,0,20879,29600,0,0,0,0,0
上城,潮鸣,大学路108号,120.18395,30.252287,29093.5,8846.5,37940,20247,0,0,0,0,20247,0,0,37940,0,0
拱墅,三塘,广电雅苑,120.183904,30.313708,30211.66667,2625.634315,33885,27905,0,0,0,0,27905,0,33885,28845,0,0
拱墅,建国北路,东园小区,120.183879,30.266399,36263.82258,6121.024552,46797,19608,0,0,0,23643,30954.05263,39854.8125,39129.26667,38832.8,0,0
上城,潮鸣,醋坊新村,120.183799,30.259871,38473.55556,3784.839469,43853,29303,0,0,0,0,29303,40834,40541.66667,39147,37059,0
上城,潮鸣,联珠里,120.183723,30.248627,36329.63636,4954.316488,41250,24156,0,0,0,24156,0,39209,40548,38363.8,33803,30882
上城,潮鸣,珠碧苑,120.183625,30.259487,37478.79452,7901.285449,48704,15226,0,0,15226,22366,32487.25,43603.75,42015.47059,40864.05556,40220.28571,35869.2
拱墅,德胜,万科新都会1958,120.183598,30.301662,44124.5,239.5,44364,43885,0,0,0,0,0,0,44364,43885,0,0
上城,南星,康都紫轩,120.183592,30.228063,56779.44828,15416.47119,77182,23147,0,0,0,25614.66667,27729,50518,59675.2,63478.83333,0,0
上城,潮鸣,老浙大横路三弄,120.183583,30.255063,38036.75,5495.094966,42412,28718,0,0,0,0,28718,0,40508.5,42412,0,0
拱墅,建国北路,石板巷新村,120.183578,30.265293,36204.47222,5807.151231,46250,18017,0,0,0,22523.66667,30619,38101.8,36636,38309.22222,40080.33333,37535.5
拱墅,建国北路,东园高层公寓,120.183501,30.264635,31905.66667,5850.712625,36301,23637,0,0,0,23637,0,36040,0,0,0,0
上城,潮鸣,高官弄公寓,120.183501,30.251479,38089,3362,41451,34727,0,0,0,0,0,0,0,38089,0,0
上城,潮鸣,回龙庙前51号,120.183457,30.260575,43010.66667,4216.062644,48387,38090,0,0,0,0,38090,45471,0,0,0,0
拱墅,建国北路,天赐苑,120.183411,30.27163,35954.59375,5899.58499,43659,18750,0,0,27065,25360.5,32473,38664.6,38822.25,39678,37414.66667,34512
拱墅,建国北路,绿城兰园,120.183372,30.273974,49987.14815,14354.96873,71159,28378,0,0,51000,0,33940,42590.33333,60938.4,47549,51301.6,0
拱墅,建国北路,环东公寓,120.183289,30.264683,34361.86957,7293.334493,46017,18375,0,0,0,18719,27822.2,41614,37883.6,36392.33333,34137.25,30893
上城,潮鸣,大学苑,120.183248,30.250671,46097,11641.84799,66281,29358,0,0,0,29358,0,35938,49441.5,56201.5,0,0
拱墅,建国北路,艮园社区,120.183241,30.268151,34199.80189,8261.101266,45495,18225,0,0,21120,21821.75,30546,39364.30769,38760.77778,40753.69565,0,0
拱墅,半山,杭钢南苑,120.183203,30.348395,26344,2960.089763,32821,15373,0,0,0,15559,21987,27478.33333,26516.35714,26557.92857,27745,26337.42857
上城,潮鸣,小米巷,120.183188,30.248202,30328.23077,7730.557161,40357,17673,0,0,0,18740.5,25266.5,39273,34855.75,38512,0,0
拱墅,流水苑,通宝商厦,120.183154,30.275594,11796,0,11796,11796,0,0,0,0,0,11796,0,0,0,0
上城,潮鸣,大学路110号,120.182955,30.255279,24835,0,24835,24835,0,0,24835,0,0,0,0,0,0,0
拱墅,石桥,祥和人家,120.182929,30.337183,21579.5,6826.294653,35612,12561,0,0,0,14766.56522,19483.42857,30343,29543.66667,27704,28854.75,31408
上城,潮鸣,环城东路16号,120.182882,30.243486,35516,0,35516,35516,0,0,0,0,0,0,0,35516,0,0
拱墅,石桥,北景园水镜苑,120.182852,30.333275,18830.06897,6861.983502,29980,10667,0,0,0,12594,23291,28335.66667,25570.14286,0,0,0
