District,Street,Community,AvgPrice,2019/3/1,2019/4/1,2019/5/1,2019/6/1,2019/7/1,2019/8/1,2019/9/1,2019/10/1,2019/11/1,2019/12/1,2020/1/1,2020/2/1,2020/3/1,2020/4/1,2020/5/1,2020/6/1,2020/7/1,2020/8/1,2020/9/1,2020/10/1,2020/11/1,2020/12/1,2021/1/1,2021/2/1,2021/3/1,2021/4/1,2021/5/1,2021/6/1,2021/7/1,2021/8/1,2021/9/1,2021/10/1,2021/11/1,2021/12/1,2022/1/1,2022/2/1,2022/3/1,2022/4/1,2022/5/1,2022/6/1,2022/7/1,2022/8/1,2022/9/1,Market1Distance,Market2Distance,Market3Distance,Market4Distance,Market5Distance,Market6Distance,Market7Distance,Market8Distance,MinDistance,Longitude,Latitude
上城,闸弄口 ,闸弄口东村,30297.68571,38360.0,35811.0,36855.83438661533,36479.76318692844,36116.36347121172,35882.0,38947.0,34706.0,34782.19840204068,30931.0,34181.679411468605,33896.78661913491,35251.33333,31640.0,33099.20642633971,28393.0,37403.0,32970.0,35661.5,31938.390247683234,31728.22316264965,29412.0,28125.0,31250.0,30948.740248164682,30767.345614454327,30590.613314107744,30418.179294824644,33382.0,30084.749890247735,29923.026400353338,30625.0,29607.741583851224,27353.0,29300.912636396068,28367.0,30394.0,28850.15305442129,28700.972675017325,26471.0,28402.036824289095,29706.0,28099.90716899852,28.35375196,34.48868533,37.42898034,87.55460251,42.73606778,23.2585202,28.50971864,39.43094891,0.02325852,120.192259,30.277223
上城,闸弄口 ,机神公寓,34745.35,45245.6707053173,42468.10997021145,40014.615680531846,39252.5,36018.04920878302,34444.08841237962,29412.0,31243.0,34416.0,30556.0,30199.736538389305,29967.846435026964,29905.579705419994,29997.492042401303,30228.139138803803,30582.07668746041,31043.86038120404,31598.04591286761,29851.0,32921.845261286166,39573.0,34429.920275379416,35096.0,35998.71649781063,29736.0,40725.0,38195.48772166714,38824.2547383402,39375.53621409522,39833.88784176514,40183.86531418285,40410.02432418127,40496.920564593296,40429.10972825185,40191.14750798987,39767.589596640224,39142.99168703586,38301.90947200966,38625.0,36122.0,33152.0,32463.85141434498,30308.68306470337,27.77966524,38.50023149,39.09865987,85.08497748,44.98955474,27.44926194,27.29419316,43.60342304,0.027294193,120.190673,30.281168
上城,闸弄口 ,新安铭苑,36478.34783,42891.53012917734,41708.38876371949,40681.85033329188,37654.0,39060.9194586118,40741.0,37953.411867306066,35325.5,37284.00192154361,42130.0,36977.363983493386,36936.545255538156,36958.17241532434,37032.82975812305,34667.0,35000.0,37480.82583730554,40967.0,36799.0,38067.12819336106,38249.35708483879,38409.290521498,38272.0,38624.6082114453,36362.66667,38637.75562537193,38544.97621700528,38373.407125446814,38113.63264596766,37756.23707383892,37291.80470433172,41124.0,36004.16675426641,35162.12976425053,34175.39315794066,30811.0,31730.15827752345,30252.828593958326,28593.136475183695,26741.666216470658,24689.002113090348,22425.72846031387,19942.429553412345,25.58167799,40.80790101,37.99009118,82.35731525,44.24647046,29.51271179,24.86200097,45.69472273,0.024862001,120.188049,30.281936
上城,闸弄口 ,东茂苑,34866.36585,39270.31853969554,39049.128824252126,38863.73624399951,39762.0,40152.0,38494.22002404244,38423.89469420901,38254.66667,32468.0,38332.089128683925,36151.0,38342.072814635874,44175.0,41132.0,37052.5,36989.0,38452.14705623281,38466.256019714216,38471.16805383603,38464.07102956386,33878.0,38402.601289699924,40698.0,38259.34976784725,38921.0,42683.0,37841.919385737325,35632.0,42245.0,37113.93418760473,33148.0,36418.585215045096,32892.0,33600.0,35004.28091481079,34422.589407556465,33781.08264832336,34746.0,32307.374857783227,32200.0,30560.660510915193,29577.89555627221,28518.442575444064,29.70679453,37.62445876,40.6850019,86.85300225,46.39892262,26.88659408,29.23102797,42.96574502,0.026886594,120.192569,30.281572
上城,闸弄口 ,天城铭园,32879.2,34784.958073717884,34597.63227239512,34457.42016540746,30140.0,38996.0,34282.88757841477,34294.5518167272,34335.040533354586,34400.69588509289,34487.86002873809,34592.87512108615,34712.08331893304,34841.826779074734,34978.4476583072,35118.28811342641,39366.0,30650.0,35520.54850206419,35636.68882869008,35737.75951518256,35820.1027183376,35880.06059495118,35913.975301819264,35918.18899573782,33803.0,35822.88197191025,35716.04556775606,35564.87677783622,38143.0,35114.910667883516,34808.79766144257,34443.72089641987,34016.022529611386,33522.04471781307,32958.12961782091,32320.619386430866,31605.856180438914,30282.0,29929.93947183316,28961.470282811304,27901.116746371416,26745.221019309472,25490.125258421445,23.15961591,41.95102865,36.04149578,80.2165027,42.5200703,30.37919513,22.42975172,46.54020289,0.022429752,120.185704,30.281271
上城,闸弄口 ,紫薇公寓,36938.20588,50908.692588368685,49339.00901967854,47890.41420288743,46559.439988569255,45342.618227297935,43401.0,43237.55946619143,42342.38616750406,41547.49272415915,41402.0,40244.67280579231,39729.81003191819,43909.0,40156.25,37843.0,34318.0,34977.0,38807.0,38350.957460803904,38430.24456410363,38568.193729632665,38761.33680796489,40349.0,39299.332105334564,39637.24802551982,40888.66667,45976.0,40885.05107896404,35632.0,41877.284364406296,42411.10593379298,42965.439921721874,43536.8181787669,44121.77255550198,44716.834902500996,45732.0,45923.41090958646,46527.988270820715,47128.80100461453,47722.3809615418,48305.25999217643,48873.96994709231,49425.04267686337,24.03782627,39.70786151,35.68902555,82.09249418,41.85133853,28.14109095,23.6713263,44.30643062,0.023671326,120.187238,30.279632
上城,闸弄口 ,京惠花园,31426.78082,31534.953559038364,32187.866049217042,31237.0,33305.03430072932,34298.0,34186.768886253194,34545.389293946384,36638.0,37915.0,35809.0,35487.93859457844,35612.67431655507,31575.66667,32889.66667,37063.66667,37247.66667,33251.0,36620.75,35218.2,33745.0,39286.0,35084.677630789316,31975.0,34717.37573589038,39474.0,33961.0,32710.0,34101.66667,30064.0,34848.0,39667.0,31250.0,29630.0,30643.5,32462.437093864606,32305.397287425436,32166.820532353413,34074.0,31954.72135979382,31886.03153404778,31557.0,31835.452882976977,31744.0,25.94957649,36.47824461,35.85117991,85.03557193,41.50474523,24.97880678,26.00734829,41.15687687,0.024978807,120.189746,30.277574
上城,闸弄口 ,濮家新村,37827.63839,39905.0,40985.5,38979.33333,40020.0,40045.16667,39085.4,41212.0,39412.0,39375.33333,38935.66667,35981.25,40022.49965566344,39942.33333,38510.33333,39048.75,41038.0,39079.6,40584.83333,40154.66667,39035.375,40505.0,41240.85714,40671.4,43145.0,41658.5,43125.0,38857.0,39211.25,39150.33333,38601.02981925575,39958.0,36176.0,33636.0,40500.0,37100.45276448475,31429.0,34703.5,33333.0,34385.66667,34917.86871078874,34390.02321634125,36785.0,35625.0,32.83562817,37.20358694,43.6963725,89.32152118,49.24223677,27.1060164,32.2611586,42.94581992,0.027106016,120.195378,30.283037
上城,闸弄口 ,天运花园,37344.82524,34216.0,38721.203538778915,38947.97805990067,39140.49140784977,40432.0,43419.0,36840.0,43750.0,44742.0,39675.88713581676,39465.0,35741.0,38816.66667,38140.5,40024.0,40045.6,39336.275422274644,40202.0,39598.66667,37550.75,38587.0,35926.0,38658.87869241198,35862.0,41303.33333,33792.5,35566.33333,39387.5,39511.75,38591.5,37899.5964108247,36275.0,42683.0,42130.0,37897.0,39024.0,32353.0,42105.0,41155.5,34706.0,38464.9293018309,36552.0,38922.49246990465,38.70876305,34.98112064,48.53656364,95.05841998,53.55920502,26.3498867,38.23367963,41.36894759,0.026349887,120.201328,30.283729
上城,闸弄口 ,闸弄口新村,33359.62319,34572.5,36477.11997380537,36734.140598478356,36956.61703217772,39678.0,37302.231145927355,35796.5,39609.0,37588.40725469844,37737.5,37636.88492551973,37621.6522048764,37581.53638662105,37517.61092557161,40211.2,36773.2,34985.6,34930.0,34962.33333,35940.0,36681.75,37087.57143,35438.57143,35804.98602135292,35447.8,36464.0,36513.66667,35463.33333,34824.42857,36111.0,32750.0,33519.2422013628,33206.88994263732,29457.0,30827.8,37381.0,34146.5,28205.0,31604.0,28967.0,30492.33333,32323.85714,29773.0,28.62294035,33.32289333,36.99646001,88.29401407,42.11249046,22.0295965,28.96023683,38.20657587,0.022029597,120.192709,30.276051
上城,闸弄口 ,机神新村,36745.01087,36191.0,38175.5,38525.173674438556,42098.0,37313.5,39239.07158595756,39294.0,40983.0,40075.0,39694.0,37002.5,39836.847046131166,45135.0,39816.919899945846,36855.0,40110.0,37564.2,38442.4,37812.0,40657.0,38547.0,39994.0,39565.33333,38235.0,40951.0,39358.0,32877.0,40674.5,37404.5,36762.562522593085,30426.0,35526.0,35798.81901166133,35462.28638508681,35199.5,34771.7647870445,38000.0,35000.0,35264.0,36086.5,29333.0,31115.0,32267.387263813398,31.00516191,38.5526407,42.46675919,87.27252663,48.24931971,28.10864189,30.32195568,44.09536498,0.028108642,120.193341,30.283292
上城,闸弄口 ,濮家东村,36227.51685,39052.6,36516.0,36569.0,36565.0,40109.5,38262.06611244829,39701.5,38593.752795484266,39776.5,37818.25,35038.0,39142.20028287164,41201.0,40200.66667,37381.0,37468.25,39255.0,40797.66667,39291.75,43939.0,36978.0,41250.0,40816.66667,39440.4484519535,40710.6,39120.33333,39093.477222298,38545.0,38747.451151471025,39143.0,38302.72542876811,36355.0,33553.0,37437.58102676397,37093.41462420096,36720.118233006426,39182.0,35883.16543428111,35418.02400152947,34920.78252970462,34390.69850619614,33827.0294183936,33229.03275368657,38.09527347,36.30117338,48.47442167,93.93509372,53.68238299,27.48928782,37.48257456,42.63291481,0.027489288,120.200355,30.284738
上城,半山,成功时大大厦,12250.66667,3939.28571428567,4710.839285714244,5447.59999999996,6149.56785714282,6816.742857142822,7449.124999999967,8046.714285714254,8609.510714285683,9137.514285714256,9630.724999999973,10089.142857142833,10512.767857142833,10901.599999999977,11255.639285714264,11574.885714285694,11859.339285714264,12109.0,12323.867857142839,12503.94285714284,12649.224999999982,12759.714285714268,12835.410714285697,12876.314285714268,12882.424999999983,12853.74285714284,12790.26785714284,12692.0,12558.939285714267,12391.085714285697,12188.439285714267,11951.0,11678.767857142837,11371.742857142835,11029.924999999977,10653.314285714263,10241.910714285688,9795.714285714259,9314.724999999973,8798.942857142829,8248.367857142825,7662.999999999965,7042.83928571425,6387.885714285678,89.20163842,103.1823357,107.9371432,107.7344123,115.499871,96.34073624,85.54960365,110.3079364,0.085549604,120.200614,30.353854
