District,Street,Community,AvgPrice,2019/3/1,2019/4/1,2019/5/1,2019/6/1,2019/7/1,2019/8/1,2019/9/1,2019/10/1,2019/11/1,2019/12/1,2020/1/1,2020/2/1,2020/3/1,2020/4/1,2020/5/1,2020/6/1,2020/7/1,2020/8/1,2020/9/1,2020/10/1,2020/11/1,2020/12/1,2021/1/1,2021/2/1,2021/3/1,2021/4/1,2021/5/1,2021/6/1,2021/7/1,2021/8/1,2021/9/1,2021/10/1,2021/11/1,2021/12/1,2022/1/1,2022/2/1,2022/3/1,2022/4/1,2022/5/1,2022/6/1,2022/7/1,2022/8/1,2022/9/1,Market1Distance,Market2Distance,Market3Distance,Market4Distance,Market5Distance,Market6Distance,Market7Distance,Market8Distance,MinDistance,Longitude,Latitude
上城,南星,凤凰北苑,43213.25806,0.42001287001287,0.6763191763191764,0.48778468840609207,0.40910553410553413,0.5603925353925354,0.5148595130182276,0.5235133450865664,0.5319112518660877,0.19867009845559855,0.36486486486486486,0.5551471971459746,0.5620991794444522,0.8746782496782497,0.5745598108537139,0.6258901756756757,0.5083011583011583,0.8277348777348777,0.6511368513513512,0.5996889749034748,0.6038610038610038,0.813942514157014,0.5673101673101673,0.5984576327480393,0.5970184976759191,0.08455598455598455,0.5911768903711853,0.5866899734734156,0.5811026846352739,0.5743728015241835,0.5664581018075651,0.5573163631528409,0.5734234234234235,0.5351828796987664,0.5221066902342605,1.0,0.4917243041674211,0.0,0.4554204263662944,0.4349423722339287,0.4128572781702581,0.634105534105534,0.22593307593307593,0.33653753306563716,54.06932373,46.80811345,35.21980534,107.2829438,27.34527616,44.14244213,58.33282671,41.08706786,0.027345276,120.180439,30.220756
上城,南星,凤凰南苑,42364.74257,0.4528453541956918,0.25592112313792736,0.283285468777635,0.04860143607330404,0.0,0.25525697685290627,0.6349265887900547,0.2615381853165496,0.27107899119877615,0.41376862072661025,0.3011445741413166,0.2596184760475833,0.3967360888436396,0.37121423212946086,0.4375602829278748,0.5970803927767658,0.4274327510449041,0.6318186689529526,0.4649769585253457,0.25586753831314973,0.5734469333404779,0.5692851784374665,0.2590290429750295,0.6646409857924427,0.7062372736041155,0.7155411065024181,0.7375826350451065,1.0,0.7730321963831595,0.7857136563294352,0.7945485205611513,0.7991735026537627,0.7992253161827252,0.7943406747234942,0.7841562918515244,0.9204265352052299,0.7464351561711916,0.718171830513739,0.7803022184117457,0.5934519344121745,0.4531400707319687,0.5339567925293148,0.4682961670718317,55.03861856,50.09257016,35.70135474,106.7484989,27.54250232,47.1969597,59.33497062,44.40554534,0.027542502,120.177642,30.218965
上城,南星,滨江钱塘印象,61206.66667,0.0,0.02380952380952367,0.047619047619049316,0.07142857142857101,0.09523809523809566,0.11904761904761933,0.142857142857143,0.16666666666666666,0.19047619047619033,0.214285714285714,0.23809523809523866,0.2619047619047623,0.285714285714286,0.30952380952380965,0.3333333333333333,0.357142857142858,0.38095238095238065,0.4047619047619053,0.428571428571429,0.45238095238095266,0.47619047619047633,0.5,0.5238095238095236,0.5476190476190473,0.571428571428572,0.5952380952380957,0.6190476190476193,0.642857142857143,0.6666666666666666,0.6904761904761904,0.714285714285715,0.7380952380952387,0.7619047619047623,0.785714285714286,0.8095238095238096,0.8333333333333334,0.857142857142858,0.8809523809523817,0.9047619047619053,0.928571428571429,0.9523809523809527,0.9761904761904764,1.0,54.64340569,40.33944874,37.21228636,110.6715031,30.17032105,38.86152788,58.78139923,34.28174373,0.030170321,120.187391,30.222832
上城,南星,闻潮尚庭,61441.16667,0.745953935285177,0.7914803024577961,0.7224379366234591,0.6992872416460986,0.728715666771742,0.6517388396970549,0.6424565516280029,0.6393656844751884,0.6418958675164292,0.6494767300295431,0.6615379012923479,0.6775090105826609,0.7481478967323414,0.7188995603570829,0.6062339345526861,0.7690854135753515,0.8094698971366437,0.8235036044600081,0.8508738997217763,0.8775911672335945,0.9030850362732806,1.0,0.9035790621138275,0.9665225453377234,0.9814191132670582,0.9922404291133492,0.9984161221544146,0.9993758216680718,0.9945491569321385,1.0,0.9652552518227718,0.9396472700049735,0.9059714410488559,0.8636573942322364,0.8121347588329326,0.7508331641287623,0.6791822393975436,0.5966116139170933,0.5025509169652308,0.38999869477835675,0.2776778257585355,0.1457246900593384,0.0,48.4769425,35.26211361,32.19814127,106.1686288,26.08814146,32.43152173,52.52441685,29.96203952,0.026088141,120.187797,30.229953
上城,南星,钱江国际商务中心,20279.88889,0.0,0.00504559954486448,0.009026279904162854,0.011473477461474056,0.012783596922037822,0.01313680091067868,0.012713252052221164,0.01550913316777208,0.006253265198952591,0.008583714642503728,0.00685478064389807,0.005249906922316691,0.003949256102584167,0.00313299080952498,0.0024300270726221552,0.0036742673027248453,0.008375075297690302,0.006286846015286659,0.012623139113188223,0.018496602101484422,0.026115588990225733,0.03566026240423666,0.04731078496834176,0.0612473193073656,0.0776500280461326,0.09669907380946732,0.11857461922219448,0.14345682690913844,0.1715258594951237,0.20296187960497486,0.23794504986351647,0.27665553289557315,0.3192734913259692,0.36597908777952926,0.416952484881078,0.4723738452554399,0.5324233315274391,0.5972811063219008,0.6671273322636492,0.7421421719775089,0.822505788088304,0.9083983432208594,1.0,57.63386967,53.89479664,37.94361989,107.7065971,29.59976544,51.09658107,61.94809642,48.10299393,0.029599765,120.175362,30.215801
上城,南星,海运国际大厦,23154.5,0.0,0.02380952380952381,0.04761904761904758,0.07142857142857144,0.0952380952380952,0.11904761904761905,0.14285714285714282,0.16666666666666669,0.19047619047619047,0.21428571428571422,0.23809523809523814,0.2619047619047619,0.2857142857142857,0.30952380952380953,0.33333333333333337,0.3571428571428572,0.380952380952381,0.40476190476190477,0.42857142857142866,0.45238095238095244,0.4761904761904762,0.5,0.523809523809524,0.5476190476190477,0.5714285714285715,0.5952380952380952,0.6190476190476192,0.6428571428571429,0.6666666666666667,0.6904761904761905,0.7142857142857144,0.7380952380952381,0.761904761904762,0.7857142857142859,0.8095238095238095,0.8333333333333335,0.8571428571428573,0.8809523809523809,0.9047619047619049,0.9285714285714288,0.9523809523809524,0.9761904761904763,1.0,59.43479656,54.09995024,39.82130014,109.701211,31.50516683,51.7447606,63.74498325,48.12479864,0.031505167,120.176563,30.214207
上城,南星,钱江候潮府,71911.8,0.0,0.0030799537422403545,0.011281160945424206,0.010903983093892981,0.014047593897535276,0.012964547297868266,0.009282077887570156,0.01251585333606457,0.011766787128852735,0.012095383749888673,0.010051721433523356,0.009418724014091545,0.009157418259272092,0.009434305203407867,0.011386702597546934,0.011416502593440412,0.015159132572975137,0.019253800656360377,0.024719166610415125,0.03172173146948224,0.04042799626790453,0.05100446204002491,0.0636176298201862,0.07843400064273126,0.095620075542003,0.11534235555234414,0.13776734170809768,0.16306153504360632,0.19139143659321312,0.22292354739126066,0.2578243684720921,0.29626040087004996,0.33839814561947756,0.38440410375471734,0.4344447763101122,0.48868666432000524,0.5472962688187389,0.6104400908406566,0.6782846314201006,0.7509963915914143,0.8287418723889404,0.9116875748470211,1.0,58.88480663,31.00024984,65.17420408,116.1625585,68.41492122,30.10471671,58.90590725,38.52240224,0.030104717,120.22242,30.281974
上城,南星,康都紫轩,56779.44828,0.0,0.01512293811896355,0.026909050658844566,0.036300236671605035,0.03255756549482775,0.06215201788314145,0.05372378192942286,0.05454139312495841,0.05542720475725404,0.059367058349786506,0.06105165757833517,0.05296643583845218,0.05121105787254157,0.023191403376536194,0.035641194253772976,0.04791545146333828,0.06528123299757149,0.04820276777388182,0.054977843364903356,0.049576854266884,0.053640723521002874,0.05259984247522788,0.06730429605005184,0.07736656709233367,0.08989087316468818,0.10510849815079137,0.12325072593431895,0.1445488403989469,0.16923412542835112,0.19753786490620734,0.22969134271619152,0.26592584274197956,0.30647264886724723,0.3515630449756704,0.40142831495092524,0.4562997426766874,0.5164086120366324,0.5819862069144369,0.653263811193776,0.730472708758326,0.8138441834917626,0.9036095192777621,1.0,48.31344377,39.75130615,30.75223351,104.314024,23.83175717,36.33357754,52.48235408,34.55962206,0.023831757,120.183592,30.228063
上城,南星,望江府,69615.58824,0.0,0.014840444177066215,0.03183082847939567,0.03235305651964897,0.04648071856599936,0.05341388514910167,0.05888030320937275,0.06308400109707661,0.06622900716247697,0.06556126274249305,0.0701590572274236,0.07135215792749759,0.08974683429638333,0.07321465241416641,0.05921206920046608,0.06657823313667052,0.08860526216082815,0.08055760754097772,0.08433725464786039,0.08930252178534286,0.09565743730368899,0.10360602955316298,0.1133523268840282,0.125100357646549,0.13905415019098943,0.15541773286761282,0.17439513402668358,0.19619038201846553,0.22100750519322254,0.2490505319012188,0.2805234904927174,0.3156304093179834,0.35457531672728,0.39756224107087096,0.44479521069902095,0.49647825396199324,0.5528153992100518,0.6140106747934613,0.6802681090624845,0.7517917303673861,0.8287855670584301,0.9114536474858799,1.0,157.3762212,152.7339035,173.8902514,180.5895134,180.3662114,150.6541152,154.3216842,160.2275623,0.150654115,120.258815,30.39822
上城,南星,水岸枫庭,62436.29167,0.3280255020401363,0.3341446187839697,0.3397103958515094,0.34480048106993405,0.2750412805657349,0.4258102399844139,0.3579930639022993,0.36195685999604627,0.4361481601387287,0.3696997418710483,0.32183637931734554,0.37771399551058343,0.35693270338105354,0.40224801577429214,0.5271538776033713,0.0,0.6596942477234023,0.40959681319065805,0.4168692599337578,0.42490838006259607,0.4337918214043514,0.4435972317862018,0.45440225903532644,0.4662845509789029,0.47932175544411015,0.493591520258126,0.5091714932481295,0.5261393222412983,0.544572655064811,0.5645491395458463,0.5861464235115823,0.6094421547891976,0.6345139812058702,0.6596942477234023,0.6902965107651013,0.7211625095620168,0.7541151948067033,0.7892322143263386,0.826591215948102,0.8662698474991716,0.9083457568067255,0.9528965916979425,1.0,134.5578258,128.7826668,150.5569392,161.9713632,156.8554604,126.646347,131.6715105,136.284095,0.126646347,120.250532,30.375683
