Market,Longitude,Latitude
1.0,120.23195,30.345697
4.0,120.214155,30.341585
8.0,120.226115,30.367544
4.0,120.227885,30.37081
8.0,120.215712,30.340078
4.0,120.228505,30.345335
4.0,120.228842,30.352509
2.0,120.218099,30.341709
8.0,120.23605,30.35748
4.0,120.236481,30.358945
8.0,120.23941,30.367291
4.0,120.233046,30.351371
8.0,120.236752,30.350825
2.0,120.224958,30.360404
2.0,120.236241,30.352985
2.0,120.229661,30.357465
2.0,120.22934,30.359955
8.0,120.163926,30.249892
4.0,120.219801,30.343555
2.0,120.226036,30.358704
4.0,120.216488,30.34655
2.0,120.212911,30.344371
8.0,120.222237,30.354718
8.0,120.14133,30.317404
8.0,120.146489,30.331565
2.0,120.146247,30.328876
2.0,120.147664,30.329539
2.0,120.147866,30.32631
8.0,120.144023,30.317814
8.0,120.144899,30.321655
8.0,120.145137,30.323646
8.0,120.14286,30.323284
4.0,120.145372,30.317816
4.0,120.145604,30.313986
2.0,120.155946,30.314692
8.0,120.145033,30.320632
8.0,120.141078,30.329258
8.0,120.140928,30.326319
8.0,120.143054,30.313995
8.0,120.149055,30.313805
8.0,120.141108,30.314424
8.0,120.142463,30.326828
4.0,120.142531,30.320551
1.0,120.143998,30.323697
4.0,120.147177,30.319429
8.0,120.15094,30.32636
8.0,120.146548,30.311366
2.0,120.141211,30.316063
4.0,120.143282,30.316259
4.0,120.162816,30.329288
4.0,120.143671,30.312025
4.0,120.141117,30.310472
4.0,120.16129,30.324958
2.0,120.141739,30.308159
4.0,120.148234,30.323082
4.0,120.122247,30.375229
4.0,120.116199,30.38092
4.0,120.11546,30.376878
8.0,120.103111,30.375959
4.0,120.103981,30.377872
8.0,120.119596,30.365509
2.0,120.129378,30.350543
2.0,120.120905,30.356657
2.0,120.118209,30.356742
2.0,120.140522,30.298779
8.0,120.126993,30.30789
8.0,120.127554,30.308421
8.0,120.124514,30.307406
8.0,120.139745,30.302431
8.0,120.129499,30.309609
2.0,120.119022,30.297735
4.0,120.139832,30.300305
8.0,120.12671,30.3065
2.0,120.134144,30.305204
2.0,120.256589,30.360478
8.0,120.134112,30.305182
8.0,120.135823,30.30084
2.0,120.138369,30.30269
2.0,120.132981,30.303282
2.0,120.127941,30.303172
4.0,120.175097,30.289229
2.0,120.173486,30.291536
4.0,120.17749,30.284085
8.0,120.179726,30.284135
8.0,120.17185,30.292849
8.0,120.173351,30.28995
8.0,120.170685,30.294327
8.0,120.175054,30.284386
8.0,120.192893,30.265098
8.0,120.199333,30.264659
8.0,120.196104,30.265047
8.0,120.198166,30.265981
8.0,120.195483,30.264439
2.0,120.19141,30.273808
8.0,120.169706,30.252985
8.0,120.168644,30.24941
1.0,120.163603,30.251097
4.0,120.169083,30.248409
8.0,120.169786,30.248603
2.0,120.167353,30.251746
2.0,120.167584,30.248337
2.0,120.170234,30.256477
2.0,120.17003,30.25508
8.0,120.166382,30.249399
2.0,120.17082,30.251082
1.0,120.167119,30.257431
8.0,120.164997,30.247441
2.0,120.166796,30.25791
8.0,120.170882,30.255959
8.0,120.167443,30.252493
8.0,120.169116,30.256882
8.0,120.165197,30.257368
8.0,120.171166,30.2572
8.0,120.169364,30.255724
4.0,120.169833,30.251092
8.0,120.167119,30.257431
4.0,120.165866,30.253435
4.0,120.162699,30.248855
4.0,120.167445,30.25435
8.0,120.208071,30.292243
8.0,120.203613,30.296233
4.0,120.203959,30.292586
8.0,120.20452,30.296328
8.0,120.204574,30.296344
8.0,120.205772,30.291276
8.0,120.2118,30.299329
2.0,120.219805,30.29192
8.0,120.207375,30.301145
1.0,120.210973,30.299904
8.0,120.195532,30.30165
4.0,120.199791,30.30304
4.0,120.197587,30.29697
4.0,120.201222,30.300983
4.0,120.198191,30.302088
4.0,120.198254,30.301351
1.0,120.199704,30.296439
8.0,120.212531,30.309242
8.0,120.223453,30.332465
1.0,120.220923,30.313654
1.0,120.190755,30.308859
4.0,120.23489,30.307692
4.0,120.218188,30.309454
8.0,120.219362,30.30781
8.0,120.22267,30.309233
4.0,120.222903,30.307463
8.0,120.15819,30.27519
8.0,120.149468,30.290289
8.0,120.146941,30.287855
4.0,120.21074,30.24603
8.0,120.21076,30.24602
4.0,120.21077,30.24605
8.0,120.21076,30.24605
8.0,120.21079,30.24603
1.0,120.21071,30.246
8.0,120.21072,30.24603
8.0,120.21072,30.24609
4.0,120.21072,30.24605
4.0,120.2107,30.24606
1.0,120.2103,30.2462
4.0,120.21078,30.24602
4.0,120.21075,30.24605
8.0,120.21077,30.24608
2.0,120.2107,30.24603
2.0,120.150769,30.285874
8.0,120.151802,30.287073
2.0,120.154233,30.278206
4.0,120.149151,30.284926
8.0,120.156049,30.278732
4.0,120.153646,30.287044
2.0,120.153935,30.283995
8.0,120.151927,30.288014
8.0,120.157706,30.280351
4.0,120.147195,30.284155
8.0,120.150212,30.283318
1.0,120.150224,30.290622
8.0,120.154974,30.276655
2.0,120.147495,30.294155
8.0,120.156289,30.284483
8.0,120.151147,30.289708
4.0,120.14961,30.28195
8.0,120.158819,30.282225
1.0,120.157143,30.275804
1.0,120.155202,30.283415
1.0,120.147065,30.288799
8.0,120.17467,30.27275
2.0,120.17464,30.27273
2.0,120.156131,30.282483
8.0,120.150866,30.288192
8.0,120.153467,30.281173
8.0,120.151922,30.279082
8.0,120.152374,30.282478
8.0,120.153509,30.283996
2.0,120.153232,30.285495
8.0,120.148182,30.288008
2.0,120.150095,30.284836
8.0,120.153205,30.28457
8.0,120.15686,30.275407
5.0,120.157103,30.281798
8.0,120.185731,30.270987
8.0,120.186521,30.268735
2.0,120.172978,30.270698
8.0,120.183289,30.264683
8.0,120.181955,30.264849
4.0,120.18655,30.268308
8.0,120.183578,30.265293
8.0,120.186828,30.267632
2.0,120.182297,30.272327
8.0,120.181556,30.271623
8.0,120.183411,30.27163
1.0,120.18172,30.26894
2.0,120.1817,30.26891
2.0,120.181884,30.266784
8.0,120.181209,30.264843
4.0,120.185018,30.272209
8.0,120.184652,30.264925
4.0,120.180345,30.271862
2.0,120.181494,30.270975
4.0,120.181208,30.273651
4.0,120.180219,30.272012
8.0,120.179012,30.272692
1.0,120.170559,30.278117
4.0,120.180449,30.278484
8.0,120.17991,30.277509
8.0,120.1823,30.27833
2.0,120.18238,30.27834
8.0,120.18044,30.27582
2.0,120.184239,30.27602
8.0,120.179948,30.277202
8.0,120.184522,30.278783
8.0,120.178365,30.278033
8.0,120.176965,30.276214
8.0,120.181298,30.280324
8.0,120.171841,30.277886
8.0,120.179771,30.278819
8.0,120.176772,30.280331
8.0,120.182363,30.276256
1.0,120.177202,30.277811
8.0,120.172797,30.275578
8.0,120.172067,30.279558
8.0,120.173656,30.281555
8.0,120.175167,30.277989
8.0,120.122531,30.325852
8.0,120.120981,30.321058
2.0,120.133543,30.323171
8.0,120.135391,30.311137
4.0,120.123999,30.326793
4.0,120.129978,30.322381
2.0,120.12972,30.317599
8.0,120.128641,30.328685
4.0,120.134188,30.310806
8.0,120.134788,30.313363
4.0,120.133005,30.325125
8.0,120.132772,30.320284
8.0,120.132623,30.313361
4.0,120.132035,30.311931
4.0,120.135544,30.327159
4.0,120.120031,30.320552
2.0,120.135383,30.329632
5.0,120.133188,30.322248
8.0,120.136862,30.312924
2.0,120.129599,30.314089
2.0,120.129948,30.316061
4.0,120.133857,30.317746
8.0,120.138171,30.317195
2.0,120.1429,30.30498
8.0,120.093009,30.328329
8.0,120.091075,30.342479
8.0,120.082107,30.339841
8.0,120.085181,30.32307
8.0,120.085239,30.321492
1.0,120.090158,30.335362
8.0,120.077136,30.326487
4.0,120.088151,30.337486
1.0,120.073218,30.312396
8.0,120.030182,30.320072
1.0,120.094213,30.330658
4.0,120.093381,30.333122
8.0,120.08197,30.324469
8.0,120.096994,30.33458
8.0,120.090792,30.330464
8.0,120.091368,30.326276
8.0,120.087029,30.323071
4.0,120.089597,30.324903
8.0,120.084705,30.334312
4.0,120.078836,30.328002
1.0,120.089605,30.331657
8.0,120.092787,30.326469
4.0,120.093526,30.324153
2.0,120.091843,30.328328
8.0,120.088515,30.32714
8.0,120.083465,30.319678
4.0,120.087956,30.335287
8.0,120.086136,30.340681
8.0,120.06944,30.330528
4.0,120.080923,30.335624
2.0,120.068091,30.324539
4.0,120.082926,30.33141
4.0,120.101047,30.332983
8.0,120.075415,30.334015
2.0,120.086042,30.330117
1.0,120.068512,30.331399
4.0,120.071374,30.333973
2.0,120.083536,30.329615
8.0,120.075977,30.338895
2.0,120.064977,30.33285
4.0,120.06481,30.328166
4.0,120.081772,30.337173
4.0,120.074296,30.335465
8.0,120.199138,30.290402
8.0,120.19842,30.29476
8.0,120.19842,30.29478
8.0,120.19847,30.29473
8.0,120.19845,30.2947
4.0,120.19843,30.29473
2.0,120.19845,30.29479
4.0,120.19171,30.29907
8.0,120.190955,30.298569
4.0,120.193831,30.29575
1.0,120.189025,30.29547
4.0,120.192146,30.287272
8.0,120.188895,30.293933
1.0,120.19434,30.292575
2.0,120.193329,30.287952
8.0,120.192183,30.290432
8.0,120.188348,30.289728
8.0,120.186593,30.288896
8.0,120.187254,30.287033
4.0,120.185747,30.284114
8.0,120.197498,30.288615
8.0,120.189356,30.286027
8.0,120.193198,30.291304
2.0,120.194447,30.290654
4.0,120.199789,30.292869
2.0,120.200887,30.291942
8.0,120.18533,30.32615
8.0,120.18538,30.32613
2.0,120.1853,30.32614
1.0,120.170965,30.309101
8.0,120.17433,30.304938
8.0,120.158655,30.307134
8.0,120.168105,30.30629
8.0,120.184534,30.320886
8.0,120.17451,30.306431
8.0,120.168889,30.307887
8.0,120.183904,30.313708
2.0,120.181664,30.311575
8.0,120.166616,30.308195
8.0,120.161355,30.309155
8.0,120.170287,30.310122
2.0,120.172092,30.304709
8.0,120.172224,30.306467
8.0,120.175755,30.302378
8.0,120.171352,30.302255
8.0,120.171638,30.3083
2.0,120.18138,30.312973
2.0,120.252303,30.387376
2.0,120.172576,30.309893
8.0,120.170392,30.322247
5.0,120.168646,30.31021
4.0,120.177796,30.326015
8.0,120.161485,30.31709
8.0,120.165685,30.309485
4.0,120.168101,30.321368
4.0,120.166074,30.319335
4.0,120.167279,30.307703
4.0,120.173602,30.308658
8.0,120.172639,30.317852
8.0,120.16625,30.311878
8.0,120.16876,30.31713
4.0,120.179287,30.315052
1.0,120.176318,30.313567
2.0,120.168499,30.315251
4.0,120.15327,30.285448
4.0,120.170723,30.311772
2.0,120.10968,30.318454
8.0,120.096298,30.294147
2.0,120.120913,30.308414
4.0,120.110482,30.300968
8.0,120.093361,30.309526
2.0,120.09348,30.31199
8.0,120.090693,30.312223
5.0,120.09189,30.313613
8.0,120.090466,30.320484
8.0,120.103802,30.326013
4.0,120.114557,30.320834
8.0,120.10845,30.304319
8.0,120.114487,30.315158
2.0,120.098464,30.322078
4.0,120.110864,30.29914
4.0,120.10958,30.3099
2.0,120.10955,30.30991
4.0,120.114576,30.316046
8.0,120.083452,30.313681
8.0,120.112835,30.298432
8.0,120.099473,30.305451
2.0,120.085601,30.318225
2.0,120.101281,30.321872
2.0,120.104786,30.322956
8.0,120.103881,30.301548
4.0,120.102273,30.324445
8.0,120.101885,30.319771
8.0,120.107164,30.295247
8.0,120.1005,30.296076
4.0,120.123187,30.306163
2.0,120.102377,30.305694
2.0,120.086163,30.31141
4.0,120.103385,30.319608
2.0,120.113977,30.304828
8.0,120.107792,30.301514
2.0,120.111073,30.302547
1.0,120.104283,30.31788
4.0,120.114708,30.296023
2.0,120.110351,30.308485
2.0,120.114616,30.299705
2.0,120.112882,30.299507
2.0,120.13686,30.31504
2.0,120.1368,30.31501
2.0,120.105898,30.308238
2.0,120.115744,30.311054
2.0,120.101126,30.307385
2.0,120.118168,30.308392
8.0,120.105995,30.306433
2.0,120.09631,30.295257
4.0,120.107327,30.30719
4.0,120.094521,30.297861
8.0,120.100608,30.311335
8.0,120.120311,30.306935
8.0,120.121525,30.306092
2.0,120.201122,30.343973
2.0,120.20427,30.340903
2.0,120.184282,30.335296
2.0,120.187408,30.344641
2.0,120.187531,30.34236
8.0,120.196725,30.329096
8.0,120.184929,30.33748
8.0,120.20066,30.322953
8.0,120.205623,30.343994
8.0,120.207703,30.340561
2.0,120.187323,30.337521
8.0,120.198642,30.327107
2.0,120.200151,30.325067
2.0,120.184122,30.34177
8.0,120.207584,30.343818
8.0,120.205584,30.338797
8.0,120.182929,30.337183
4.0,120.204008,30.337357
8.0,120.203672,30.335906
4.0,120.176599,30.265937
8.0,120.174324,30.266205
2.0,120.172093,30.267779
4.0,120.177367,30.268272
4.0,120.178598,30.268928
4.0,120.16648,30.272213
1.0,120.168907,30.27111
1.0,120.170874,30.271722
1.0,120.170443,30.265219
1.0,120.169916,30.265896
8.0,120.169324,30.265544
2.0,120.170188,30.267645
1.0,120.168735,30.268472
2.0,120.169824,30.265768
2.0,120.169756,30.268583
8.0,120.168395,30.26751
8.0,120.16565,30.265504
2.0,120.166715,30.266136
2.0,120.167472,30.266312
4.0,120.166855,30.266896
8.0,120.172343,30.272676
8.0,120.176335,30.27344
8.0,120.171629,30.271066
8.0,120.176464,30.271223
8.0,120.177983,30.272073
8.0,120.124622,30.345442
8.0,120.113244,30.338036
2.0,120.12536,30.340706
8.0,120.116489,30.332177
2.0,120.128661,30.348791
2.0,120.12202,30.345334
4.0,120.12197,30.3405
2.0,120.117464,30.34033
2.0,120.128255,30.340274
1.0,120.12167,30.34722
4.0,120.125712,30.338024
4.0,120.12439,30.332787
2.0,120.119,30.33224
2.0,120.1192,30.33221
2.0,120.121548,30.332649
8.0,120.174585,30.270002
4.0,120.158904,30.262174
4.0,120.157433,30.26355
8.0,120.158574,30.271687
8.0,120.157914,30.272112
8.0,120.15993,30.26557
4.0,120.15999,30.2655
8.0,120.15993,30.26554
2.0,120.16133,30.263971
8.0,120.161281,30.262752
5.0,120.156333,30.271656
8.0,120.161419,30.265912
8.0,120.157814,30.269112
1.0,120.157292,30.268684
4.0,120.165943,30.269231
1.0,120.16007,30.26748
8.0,120.16,30.26742
8.0,120.161747,30.26308
8.0,120.159611,30.267579
8.0,120.156422,30.269877
1.0,120.157698,30.267442
4.0,120.161298,30.265104
8.0,120.149334,30.273252
4.0,120.156359,30.269347
1.0,120.159628,30.26677
5.0,120.161058,30.261704
8.0,120.160631,30.269251
4.0,120.153654,30.271062
4.0,120.157507,30.277965
2.0,120.158549,30.269128
8.0,120.133775,30.299668
8.0,120.13943,30.299957
8.0,120.142579,30.299631
8.0,120.14384,30.29425
8.0,120.1436,30.2948
8.0,120.1436,30.2942
1.0,120.14388,30.2942
4.0,120.14384,30.29423
8.0,120.14386,30.29424
2.0,120.14386,30.29427
8.0,120.14384,30.29429
4.0,120.14381,30.29428
2.0,120.140742,30.296632
8.0,120.136662,30.295777
8.0,120.139787,30.297873
8.0,120.142114,30.296595
8.0,120.143265,30.296566
4.0,120.13688,30.299496
2.0,120.143982,30.29697
8.0,120.147252,30.290477
8.0,120.138008,30.297001
1.0,120.149005,30.292703
8.0,120.143005,30.293202
8.0,120.145753,30.2902
4.0,120.141394,30.300621
8.0,120.127475,30.294806
4.0,120.143912,30.293731
4.0,120.14716,30.292921
2.0,120.169699,30.260115
2.0,120.166845,30.261051
8.0,120.168937,30.261918
2.0,120.164166,30.26282
4.0,120.1696,30.26403
2.0,120.168621,30.263479
5.0,120.172734,30.259309
8.0,120.168986,30.259216
5.0,120.172188,30.262618
8.0,120.164607,30.2634
8.0,120.168312,30.261262
8.0,120.167627,30.25974
4.0,120.168575,30.260937
8.0,120.17072,30.262916
8.0,120.166505,30.260579
8.0,120.167802,30.26277
8.0,120.170152,30.261385
8.0,120.168035,30.263435
2.0,120.165811,30.263926
2.0,120.164952,30.263637
2.0,120.167569,30.265791
5.0,120.191084,30.252062
2.0,120.197447,30.253274
8.0,120.190023,30.253916
8.0,120.191606,30.256791
8.0,120.194162,30.248672
2.0,120.199993,30.253001
8.0,120.189287,30.252889
2.0,120.196138,30.254032
8.0,120.189418,30.254795
1.0,120.201788,30.254158
2.0,120.195117,30.252296
2.0,120.194141,30.255821
2.0,120.195831,30.25608
1.0,120.192508,30.251341
8.0,120.192119,30.248343
2.0,120.188983,30.251538
2.0,120.193675,30.251859
2.0,120.193256,30.251355
2.0,120.192882,30.249996
8.0,120.206337,30.255932
8.0,120.197584,30.25166
1.0,120.197126,30.250619
1.0,120.223977,30.304729
1.0,120.222683,30.289711
2.0,120.20712,30.299231
8.0,120.224337,30.295591
8.0,120.22368,30.288685
8.0,120.224599,30.289143
4.0,120.218393,30.303727
1.0,120.226544,30.286408
4.0,120.225932,30.292304
2.0,120.215668,30.30307
8.0,120.218655,30.299652
2.0,120.223892,30.282014
2.0,120.228258,30.29516
8.0,120.230336,30.298499
8.0,120.17622,30.245038
2.0,120.17485,30.245221
8.0,120.174595,30.239585
4.0,120.17526,30.246936
8.0,120.176181,30.246815
2.0,120.175253,30.241514
8.0,120.173882,30.241645
8.0,120.182488,30.243749
2.0,120.179143,30.2409
8.0,120.17436,30.246297
8.0,120.159399,30.207224
1.0,120.165617,30.210659
8.0,120.172483,30.213025
8.0,120.15406,30.20432
4.0,120.171818,30.210321
8.0,120.170938,30.2155
8.0,120.157772,30.206375
8.0,120.167733,30.20926
4.0,120.170453,30.211867
8.0,120.159135,30.20472
8.0,120.161886,30.210828
8.0,120.148725,30.204434
8.0,120.16198,30.208478
1.0,120.161067,30.20559
8.0,120.172756,30.214732
2.0,120.155947,30.205268
8.0,120.157055,30.208131
4.0,120.17362,30.22986
8.0,120.176093,30.234433
4.0,120.17163,30.23871
8.0,120.17164,30.23872
8.0,120.17165,30.23877
8.0,120.171171,30.228832
4.0,120.171676,30.233854
1.0,120.169172,30.236432
5.0,120.171834,30.232871
8.0,120.17135,30.23282
8.0,120.175291,30.23058
4.0,120.167623,30.235859
2.0,120.170605,30.234766
8.0,120.169589,30.234557
8.0,120.173493,30.232203
4.0,120.17237,30.236195
8.0,120.175081,30.232527
8.0,120.173445,30.233871
8.0,120.101159,30.239751
8.0,120.176603,30.234995
8.0,120.17651,30.237945
8.0,120.17188,30.232183
8.0,120.170763,30.235849
8.0,120.169191,30.235382
1.0,120.172342,30.233135
8.0,120.17035,30.23533
8.0,120.173832,30.224322
4.0,120.175739,30.239286
8.0,120.175176,30.235304
8.0,120.168944,30.232901
8.0,120.174755,30.235134
8.0,120.176106,30.236377
2.0,120.212095,30.269429
8.0,120.22101,30.278145
2.0,120.21052,30.26881
2.0,120.21054,30.26884
8.0,120.204185,30.269869
2.0,120.2151,30.26855
8.0,120.2153,30.26852
8.0,120.209154,30.272251
8.0,120.219109,30.279075
8.0,120.21063,30.26873
8.0,120.20283,30.26804
4.0,120.20289,30.26806
8.0,120.206775,30.272192
8.0,120.205329,30.268784
8.0,120.202718,30.266603
8.0,120.216246,30.272689
1.0,120.206933,30.268522
1.0,120.192774,30.237682
8.0,120.205953,30.231086
2.0,120.205278,30.232992
4.0,120.203147,30.234731
2.0,120.201602,30.237025
8.0,120.200029,30.234861
8.0,120.19814,30.238449
2.0,120.200575,30.235517
8.0,120.201394,30.234819
8.0,120.205076,30.23177
8.0,120.187333,30.231642
8.0,120.205705,30.234227
8.0,120.191767,30.232371
2.0,120.197668,30.235111
8.0,120.202942,30.233168
8.0,120.200493,30.233567
2.0,120.202937,30.23665
1.0,120.202225,30.235623
4.0,120.193396,30.236779
8.0,120.196792,30.239897
4.0,120.199022,30.236013
8.0,120.194169,30.235354
4.0,120.207069,30.232639
8.0,120.19878,30.23652
8.0,120.19879,30.23656
4.0,120.19872,30.23656
2.0,120.201324,30.230624
2.0,120.199737,30.230459
8.0,120.205247,30.234843
2.0,120.199635,30.237346
4.0,120.2688,30.31121
2.0,120.2686,30.31125
8.0,120.277564,30.30451
2.0,120.26739,30.30921
2.0,120.303049,30.301167
4.0,120.305823,30.300677
1.0,120.272785,30.30791
8.0,120.278461,30.307633
8.0,120.280707,30.307828
8.0,120.273063,30.304546
8.0,120.285125,30.304019
4.0,120.27245,30.29682
8.0,120.27243,30.29689
2.0,120.257184,30.319997
8.0,120.286927,30.304247
8.0,120.268536,30.309295
4.0,120.269883,30.326234
4.0,120.272684,30.297649
4.0,120.2833,30.313691
8.0,120.261267,30.318266
4.0,120.280686,30.303159
8.0,120.285899,30.298592
8.0,120.259862,30.322298
8.0,120.244927,30.307498
8.0,120.241932,30.306899
8.0,120.244518,30.311562
2.0,120.277601,30.296073
2.0,120.247282,30.312232
8.0,120.284564,30.296545
2.0,120.193145,30.262989
2.0,120.199745,30.261391
4.0,120.191002,30.260512
2.0,120.197762,30.258212
8.0,120.196965,30.26184
8.0,120.194008,30.26151
8.0,120.199467,30.262816
8.0,120.190903,30.262124
2.0,120.192869,30.262257
8.0,120.199344,30.25956
4.0,120.193637,30.259062
